time_step,state,pattern,status,mapped_to,distance,probability,confidence,confidence_label,decision
2,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
3,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
4,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
5,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
6,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
7,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
8,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
9,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
10,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
11,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
12,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
13,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
14,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
15,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
16,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
17,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
18,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
19,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
20,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
21,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
22,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
23,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
24,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
25,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
26,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
27,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
28,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
29,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
30,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
31,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
32,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
33,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
34,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
35,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
36,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
37,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
38,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
39,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
40,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
41,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
42,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
43,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
44,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
45,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
46,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
47,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
48,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
49,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
50,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
1,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
2,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
3,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
4,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
5,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
6,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
7,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
8,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
9,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
10,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
11,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
12,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
13,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
14,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
15,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
16,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
17,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
18,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
19,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
20,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
21,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
22,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
23,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
24,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
25,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
26,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
27,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
28,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
29,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
30,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
31,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
32,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
33,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
34,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
35,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
36,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
37,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
38,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
39,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
40,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
41,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
42,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
43,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
44,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
45,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
46,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
47,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
48,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
49,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
50,cccc,cccc,known,cccc,0,0.9913,0.9913,high,normal
1,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
2,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
3,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
4,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
5,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
6,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
7,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
8,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
9,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
10,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
11,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
12,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
13,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
14,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
15,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
16,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
17,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
18,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
19,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
20,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
21,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
22,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
23,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
24,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
25,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
26,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
27,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
28,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
29,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
30,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
31,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
32,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
33,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
34,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
35,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
36,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
37,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
38,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
39,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
40,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
41,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
42,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
43,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
44,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
45,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
46,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
47,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
48,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
49,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
50,cccc,cccc,known,cccc,0,0.9675,0.9675,high,normal
1,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
2,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
3,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
4,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
5,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
6,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
7,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
8,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
9,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
10,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
11,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
12,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
13,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
14,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
15,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
16,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
17,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
18,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
19,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
20,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
21,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
22,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
23,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
24,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
25,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
26,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
27,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
28,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
29,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
30,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
31,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
32,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
33,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
34,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
35,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
36,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
37,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
38,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
39,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
40,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
41,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
42,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
43,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
44,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
45,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
46,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
47,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
48,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
49,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
50,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
1,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
2,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
3,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
4,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
5,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
6,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
7,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
8,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
9,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
10,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
11,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
12,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
13,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
14,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
15,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
16,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
17,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
18,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
19,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
20,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
21,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
22,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
23,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
24,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
25,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
26,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
27,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
28,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
29,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
30,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
31,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
32,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
33,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
34,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
35,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
36,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
37,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
38,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
39,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
40,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
41,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
42,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
43,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
44,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
45,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
46,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
47,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
48,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
49,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
50,cccc,cccc,known,cccc,0,0.9979,0.9979,high,normal
1,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
2,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
3,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
4,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
5,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
6,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
7,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
8,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
9,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
10,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
11,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
12,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
13,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
14,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
15,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
16,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
17,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
18,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
19,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
20,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
21,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
22,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
23,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
24,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
25,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
26,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
27,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
28,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
29,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
30,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
31,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
32,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
33,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
34,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
35,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
36,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
37,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
38,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
39,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
40,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
41,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
42,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
43,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
44,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
45,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
46,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
47,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
48,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
49,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
50,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
1,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
2,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
3,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
4,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
5,aaaa,aaab,known,aaab,0,0.0797,0.0797,high,normal
6,aaab,aaba,known,aaba,0,0.5782,0.5782,high,normal
7,aaba,abab,known,abab,0,0.245,0.245,high,normal
8,abab,baba,known,baba,0,0.5437,0.5437,high,normal
9,baba,abab,known,abab,0,0.4261,0.4261,high,normal
10,abab,babb,known,babb,0,0.4562,0.4562,high,normal
11,babb,abbb,known,abbb,0,0.6653,0.6653,high,normal
12,abbb,bbbb,known,bbbb,0,0.5927,0.5927,high,normal
13,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
14,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
15,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
16,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
17,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
18,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
19,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
20,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
21,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
22,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
23,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
24,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
25,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
26,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
27,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
28,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
29,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
30,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
31,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
32,bbbb,bbba,known,bbba,0,0.2421,0.2421,high,normal
33,bbba,bbab,known,bbab,0,0.5056,0.5056,high,normal
34,bbab,baba,known,baba,0,0.3385,0.3385,high,normal
35,baba,abaa,known,abaa,0,0.5568,0.5568,high,normal
36,abaa,baaa,known,baaa,0,0.7368,0.7368,high,normal
37,baaa,aaaa,known,aaaa,0,0.6488,0.6488,high,normal
38,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
39,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
40,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
41,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
42,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
43,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
44,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
45,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
46,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
47,aaaa,aaab,known,aaab,0,0.0797,0.0797,high,normal
48,aaab,aaba,known,aaba,0,0.5782,0.5782,high,normal
49,aaba,abaa,known,abaa,0,0.755,0.755,high,normal
50,abaa,baab,known,baab,0,0.2632,0.2632,high,normal
1,abab,baba,known,baba,0,0.4522,0.4522,high,normal
2,baba,abab,known,abab,0,0.5673,0.5673,high,normal
3,abab,baba,known,baba,0,0.4522,0.4522,high,normal
4,baba,abaa,known,abaa,0,0.4327,0.4327,high,normal
5,abaa,baab,known,baab,0,0.3585,0.3585,high,normal
6,baab,aaba,known,aaba,0,0.5612,0.5612,high,normal
7,aaba,abaa,known,abaa,0,0.6706,0.6706,high,normal
8,abaa,baaa,known,baaa,0,0.6415,0.6415,high,normal
9,baaa,aaaa,known,aaaa,0,0.6918,0.6918,high,normal
10,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
11,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
12,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
13,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
14,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
15,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
16,aaaa,aaab,known,aaab,0,0.0213,0.0213,low,anomaly
17,aaab,aabb,known,aabb,0,0.2722,0.2722,high,normal
18,aabb,abba,known,abba,0,0.6047,0.6047,high,normal
19,abba,bbaa,known,bbaa,0,0.5098,0.5098,high,normal
20,bbaa,baaa,known,baaa,0,0.5816,0.5816,high,normal
21,baaa,aaaa,known,aaaa,0,0.6918,0.6918,high,normal
22,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
23,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
24,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
25,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
26,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
27,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
28,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
29,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
30,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
31,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
32,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
33,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
34,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
35,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
36,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
37,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
38,aaaa,aaab,known,aaab,0,0.0213,0.0213,low,anomaly
39,aaab,aaba,known,aaba,0,0.7278,0.7278,high,normal
40,aaba,abaa,known,abaa,0,0.6706,0.6706,high,normal
41,abaa,baaa,known,baaa,0,0.6415,0.6415,high,normal
42,baaa,aaaa,known,aaaa,0,0.6918,0.6918,high,normal
43,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
44,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
45,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
46,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
47,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
48,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
49,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
50,aaaa,aaaa,known,aaaa,0,0.9783,0.9783,high,normal
1,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
2,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
3,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
4,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
5,aaaa,aaab,known,aaab,0,0.0797,0.0797,high,normal
6,aaab,aaba,known,aaba,0,0.5782,0.5782,high,normal
7,aaba,abab,known,abab,0,0.245,0.245,high,normal
8,abab,baba,known,baba,0,0.5437,0.5437,high,normal
9,baba,abab,known,abab,0,0.4261,0.4261,high,normal
10,abab,babb,known,babb,0,0.4562,0.4562,high,normal
11,babb,abbb,known,abbb,0,0.6653,0.6653,high,normal
12,abbb,bbbb,known,bbbb,0,0.5927,0.5927,high,normal
13,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
14,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
15,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
16,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
17,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
18,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
